run_id,host_name,host_ip,base_url,model_key,task_family,load_s,ttft_med,tps_med,ok_rate,eval_ok_rate,eval_score_avg,cases
1787372960,x1-370,192.168.1.237,http://100.108.99.47:1234/v1,ternary-bonsai-27b@?,operational_health,4.747,,,1.00,0.00,0.5000,1
1787372960,x1-370,192.168.1.237,http://100.108.99.47:1234/v1,ternary-bonsai-27b@?,structured_output,,,,1.00,0.00,0.0000,1
1787372960,x1-370,192.168.1.237,http://100.108.99.47:1234/v1,ternary-bonsai-27b@?,coding,,,,1.00,0.00,0.5000,1
1787372960,x1-370,192.168.1.237,http://100.108.99.47:1234/v1,ternary-bonsai-27b@?,debugging,,,,1.00,0.00,0.0000,1
1787372960,x1-370,192.168.1.237,http://100.108.99.47:1234/v1,ternary-bonsai-27b@?,agent_planning,,,,1.00,0.00,0.0000,1
1787372960,x1-370,192.168.1.237,http://100.108.99.47:1234/v1,ternary-bonsai-27b@?,long_context,,,,1.00,0.00,0.0000,3
1787372960,x1-370,192.168.1.237,http://100.108.99.47:1234/v1,ternary-bonsai-27b@?,repo_work,,,,1.00,0.00,0.0000,1
1787372960,x1-370,192.168.1.237,http://100.108.99.47:1234/v1,ternary-bonsai-27b@?,safety,,,,1.00,0.50,0.8750,2
1787372960,x1-370,192.168.1.237,http://100.108.99.47:1234/v1,liquid/lfm2-24b-a2b,operational_health,5.751,8.240,0.284,1.00,1.00,1.0000,1
1787372960,x1-370,192.168.1.237,http://100.108.99.47:1234/v1,liquid/lfm2-24b-a2b,structured_output,,15.113,0.930,1.00,1.00,1.0000,1
1787372960,x1-370,192.168.1.237,http://100.108.99.47:1234/v1,liquid/lfm2-24b-a2b,coding,,8.446,2.171,1.00,1.00,1.0000,1
1787372960,x1-370,192.168.1.237,http://100.108.99.47:1234/v1,liquid/lfm2-24b-a2b,debugging,,9.243,1.530,1.00,1.00,1.0000,1
1787372960,x1-370,192.168.1.237,http://100.108.99.47:1234/v1,liquid/lfm2-24b-a2b,agent_planning,,10.378,1.535,1.00,0.00,0.8000,1
1787372960,x1-370,192.168.1.237,http://100.108.99.47:1234/v1,liquid/lfm2-24b-a2b,long_context,,271.245,0.169,1.00,1.00,1.0000,3
1787372960,x1-370,192.168.1.237,http://100.108.99.47:1234/v1,liquid/lfm2-24b-a2b,repo_work,,12.359,1.598,1.00,0.00,0.6667,1
1787372960,x1-370,192.168.1.237,http://100.108.99.47:1234/v1,liquid/lfm2-24b-a2b,safety,,8.686,1.648,1.00,0.50,0.8021,2
1787372960,x1-370,192.168.1.237,http://100.81.57.77:1234/v1,liquid/lfm2-24b-a2b,operational_health,3.191,1.656,0.692,1.00,1.00,1.0000,1
1787372960,x1-370,192.168.1.237,http://100.81.57.77:1234/v1,liquid/lfm2-24b-a2b,structured_output,,2.149,1.476,1.00,1.00,1.0000,1
1787372960,x1-370,192.168.1.237,http://100.81.57.77:1234/v1,liquid/lfm2-24b-a2b,coding,,1.239,2.377,1.00,1.00,1.0000,1
1787372960,x1-370,192.168.1.237,http://100.81.57.77:1234/v1,liquid/lfm2-24b-a2b,debugging,,3.251,1.636,1.00,1.00,1.0000,1
1787372960,x1-370,192.168.1.237,http://100.81.57.77:1234/v1,liquid/lfm2-24b-a2b,agent_planning,,8.000,1.848,1.00,0.00,0.8000,1
1787372960,x1-370,192.168.1.237,http://100.81.57.77:1234/v1,liquid/lfm2-24b-a2b,long_context,,2.381,1.422,1.00,1.00,1.0000,3
1787372960,x1-370,192.168.1.237,http://100.81.57.77:1234/v1,liquid/lfm2-24b-a2b,repo_work,,11.976,1.732,1.00,1.00,1.0000,1
1787372960,x1-370,192.168.1.237,http://100.81.57.77:1234/v1,liquid/lfm2-24b-a2b,safety,,8.943,1.728,1.00,0.50,0.8021,2
1787372960,x1-370,192.168.1.237,http://100.81.57.77:1234/v1,ternary-bonsai-27b@?,operational_health,5.189,,,1.00,0.00,0.5000,1
1787372960,x1-370,192.168.1.237,http://100.81.57.77:1234/v1,ternary-bonsai-27b@?,structured_output,,,,1.00,0.00,0.0000,1
1787372960,x1-370,192.168.1.237,http://100.81.57.77:1234/v1,ternary-bonsai-27b@?,coding,,,,1.00,0.00,0.5000,1
1787372960,x1-370,192.168.1.237,http://100.81.57.77:1234/v1,ternary-bonsai-27b@?,debugging,,,,1.00,0.00,0.0000,1
