run_id,host_name,host_ip,base_url,model_key,load_s,ttft_med,tps_med,ok_rate,eval_ok_rate,eval_score_avg,cases
1785860026,x1-370,192.168.1.241,http://100.64.43.123:8088/v1,lmstudio-x1-370.ornith-1.0-35b,1.904,,,0.00,0.00,0.0000,11
1785860026,x1-370,192.168.1.241,http://100.64.43.123:8088/v1,lmstudio-x1-370.refinedtoolcallv5-3b,0.256,,,0.00,0.00,0.0000,11
