host_name,host_ip,endpoint_id,base_url,reachable,model_id,model_key
lenovo-ideapad-330s-15ikb,192.168.1.241,1,http://scott-lenovo-ideapad-330s-15ikb.tailcb8954.ts.net:1234/v1,1,1,vibethinker-3b-heretic-i1
lenovo-ideapad-330s-15ikb,192.168.1.241,1,http://scott-lenovo-ideapad-330s-15ikb.tailcb8954.ts.net:1234/v1,1,2,google/gemma-4-e2b
lenovo-ideapad-330s-15ikb,192.168.1.241,1,http://scott-lenovo-ideapad-330s-15ikb.tailcb8954.ts.net:1234/v1,1,3,qwopus3.5-4b-coder-mtp
lenovo-ideapad-330s-15ikb,192.168.1.241,1,http://scott-lenovo-ideapad-330s-15ikb.tailcb8954.ts.net:1234/v1,1,4,qwen3.5-0.8b-claude-4.6-opus-reasoning-distilled
lenovo-ideapad-330s-15ikb,192.168.1.241,1,http://scott-lenovo-ideapad-330s-15ikb.tailcb8954.ts.net:1234/v1,1,5,lfm2.5-8b-a1b-terminal-toolbench-full-sft-1epoch
lenovo-ideapad-330s-15ikb,192.168.1.241,1,http://scott-lenovo-ideapad-330s-15ikb.tailcb8954.ts.net:1234/v1,1,6,liquid/lfm2.5-1.2b
lenovo-ideapad-330s-15ikb,192.168.1.241,1,http://scott-lenovo-ideapad-330s-15ikb.tailcb8954.ts.net:1234/v1,1,7,text-embedding-nomic-embed-text-v1.5
